Driver,TimerType,Instances,Duration,Intervals,FPS_Mean,FPS_StdDev,FPS_Min,FPS_Max,FPS_Median,FPS_P95,GC_Mean,GC_StdDev,GC_Min,GC_Max,GC_Median,GC_P95,CPU_Mean,CPU_StdDev,CPU_Min,CPU_Max,CPU_Median,CPU_P95
RX,COUNTDOWN,10,2,10,1806.28,50.16,1749.8,1876.5,1799.4,1876.5,2.3,0,2.3,2.3,2.3,2.3,0.75,0.09,0.6,0.8,0.8,0.8
RX,COUNTDOWN,100,2,10,1710.33,43.8,1652.4,1771.5,1708.7,1771.5,2.4,0,2.4,2.4,2.4,2.4,0.67,0.04,0.6,0.7,0.7,0.7
RX,COUNTDOWN,500,2,10,880.18,295.76,367.9,1051.4,1050.7,1051.4,2.8,0,2.8,2.8,2.8,2.8,0.78,0.04,0.7,0.8,0.8,0.8
RX,COUNTDOWN,1000,2,10,1724.77,71.24,1616.3,1815.6,1733.6,1815.6,3.4,0,3.4,3.4,3.4,3.4,0.88,0.04,0.8,0.9,0.9,0.9
COROUTINE,DELAY,1,2,10,1711.55,12.1,1700.7,1731.3,1707.1,1731.3,2.3,0,2.3,2.3,2.3,2.3,0.7,0.07,0.6,0.8,0.7,0.8
COROUTINE,DELAY,10,2,10,1041.2,6.99,1029.5,1047.9,1043.7,1047.9,2.3,0,2.3,2.3,2.3,2.3,0.75,0.05,0.7,0.8,0.75,0.8
COROUTINE,DELAY,100,2,10,1716.03,25.86,1679,1751.3,1716.9,1751.3,2.4,0,2.4,2.4,2.4,2.4,0.9,0.12,0.8,1.1,0.85,1.1
COROUTINE,DELAY,500,2,10,1791.9,38.45,1729.8,1829.8,1804,1829.8,2.5,0,2.5,2.5,2.5,2.5,0.78,0.04,0.7,0.8,0.8,0.8
COROUTINE,DELAY,1000,2,10,1509.83,472.62,1040.3,2166.4,1416.3,2166.4,2.6,0,2.6,2.6,2.6,2.6,0.68,0.08,0.6,0.8,0.65,0.8
COROUTINE,INTERVAL,1,2,10,1440.37,568.96,457,1814.6,1744.95,1814.6,2.35,0.05,2.3,2.4,2.35,2.4,0.73,0.04,0.7,0.8,0.7,0.8
COROUTINE,INTERVAL,10,2,10,1747.75,32.36,1699,1785.4,1753.3,1785.4,2.3,0,2.3,2.3,2.3,2.3,0.9,0.07,0.8,1,0.9,1
COROUTINE,INTERVAL,100,2,10,1987.47,311.39,1625,2368.5,1978.2,2368.5,2.4,0,2.4,2.4,2.4,2.4,0.8,0,0.8,0.8,0.8,0.8
COROUTINE,INTERVAL,500,2,10,1056.58,17.81,1035.7,1084.4,1053.1,1084.4,2.5,0,2.5,2.5,2.5,2.5,0.78,0.11,0.6,0.9,0.8,0.9
COROUTINE,INTERVAL,1000,2,10,1710.63,59.06,1639.3,1770.5,1716.35,1770.5,2.7,0,2.7,2.7,2.7,2.7,0.8,0,0.8,0.8,0.8,0.8
COROUTINE,TIMER,1,2,10,1744.75,59.17,1664.4,1828.5,1743.05,1828.5,2.4,0,2.4,2.4,2.4,2.4,0.8,0,0.8,0.8,0.8,0.8
COROUTINE,TIMER,10,2,10,1319.18,493.11,986.3,2171.6,1059.4,2171.6,2.3,0,2.3,2.3,2.3,2.3,0.8,0,0.8,0.8,0.8,0.8
COROUTINE,TIMER,100,2,10,1369.05,535.76,443.2,1731.3,1650.85,1731.3,2.4,0,2.4,2.4,2.4,2.4,0.7,0.07,0.6,0.8,0.7,0.8
COROUTINE,TIMER,500,2,10,1608.3,122.1,1455.2,1791.1,1593.45,1791.1,2.5,0,2.5,2.5,2.5,2.5,0.95,0.11,0.8,1.1,0.95,1.1
COROUTINE,TIMER,1000,2,10,1320.53,517.8,1010.3,2217.3,1027.25,2217.3,2.6,0,2.6,2.6,2.6,2.6,0.75,0.09,0.6,0.8,0.8,0.8
COROUTINE,COUNTDOWN,1,2,10,1234.02,349.62,996,1837.6,1051.25,1837.6,2.4,0,2.4,2.4,2.4,2.4,0.8,0,0.8,0.8,0.8,0.8
COROUTINE,COUNTDOWN,10,2,10,1702.2,105.11,1524.2,1789.2,1747.7,1789.2,2.3,0,2.3,2.3,2.3,2.3,0.75,0.09,0.6,0.8,0.8,0.8
COROUTINE,COUNTDOWN,100,2,10,1083.98,43.34,1047.3,1157.4,1065.6,1157.4,2.4,0,2.4,2.4,2.4,2.4,0.78,0.04,0.7,0.8,0.8,0.8
COROUTINE,COUNTDOWN,500,2,10,1744.88,69.04,1631.1,1813.3,1767.55,1813.3,2.5,0,2.5,2.5,2.5,2.5,0.88,0.08,0.8,1,0.85,1
COROUTINE,COUNTDOWN,1000,2,10,1695.1,86.75,1571.1,1810.6,1699.35,1810.6,2.6,0,2.6,2.6,2.6,2.6,0.73,0.08,0.6,0.8,0.75,0.8
UPDATE,DELAY,1,2,10,1148,199.15,1013.6,1492.1,1043.15,1492.1,2.3,0,2.3,2.3,2.3,2.3,0.85,0.05,0.8,0.9,0.85,0.9
UPDATE,DELAY,10,2,10,909.82,307.83,377.6,1116.7,1072.5,1116.7,2.3,0,2.3,2.3,2.3,2.3,0.8,0.07,0.7,0.9,0.8,0.9
UPDATE,DELAY,100,2,10,1716.5,43.29,1655.9,1777.5,1716.3,1777.5,2.4,0,2.4,2.4,2.4,2.4,0.75,0.09,0.6,0.8,0.8,0.8
UPDATE,DELAY,500,2,10,1981.25,220.86,1734.9,2209,1990.55,2209,2.4,0,2.4,2.4,2.4,2.4,0.85,0.09,0.8,1,0.8,1
UPDATE,DELAY,1000,2,10,1092.72,507.27,449.9,1870.9,1025.05,1870.9,2.5,0,2.5,2.5,2.5,2.5,0.73,0.08,0.6,0.8,0.75,0.8
UPDATE,INTERVAL,1,2,10,1803.65,99.58,1734.9,1975.5,1752.1,1975.5,2.4,0,2.4,2.4,2.4,2.4,0.83,0.04,0.8,0.9,0.8,0.9
UPDATE,INTERVAL,10,2,10,1260.78,336.39,1008.2,1838.9,1098,1838.9,2.4,0,2.4,2.4,2.4,2.4,0.83,0.04,0.8,0.9,0.8,0.9
UPDATE,INTERVAL,100,2,10,1750.82,55.2,1667.8,1822.1,1756.7,1822.1,2.4,0,2.4,2.4,2.4,2.4,0.73,0.08,0.6,0.8,0.75,0.8
UPDATE,INTERVAL,500,2,10,1059.95,19,1041,1089.6,1054.6,1089.6,2.4,0,2.4,2.4,2.4,2.4,0.83,0.04,0.8,0.9,0.8,0.9
UPDATE,INTERVAL,1000,2,10,1227.1,596.73,360.2,1799.9,1374.15,1799.9,2.4,0,2.4,2.4,2.4,2.4,0.8,0,0.8,0.8,0.8,0.8
UPDATE,TIMER,1,2,10,1642.95,35.52,1591.6,1691.2,1644.5,1691.2,2.4,0,2.4,2.4,2.4,2.4,0.75,0.09,0.6,0.8,0.8,0.8
UPDATE,TIMER,10,2,10,1062.32,27.91,1018.3,1092.5,1069.25,1092.5,2.4,0,2.4,2.4,2.4,2.4,0.88,0.13,0.8,1.1,0.8,1.1
UPDATE,TIMER,100,2,10,1786.33,68.99,1670,1850.8,1812.25,1850.8,2.4,0,2.4,2.4,2.4,2.4,0.73,0.08,0.6,0.8,0.75,0.8
UPDATE,TIMER,500,2,10,1674.18,98.49,1517,1763.4,1708.15,1763.4,2.5,0,2.5,2.5,2.5,2.5,0.8,0,0.8,0.8,0.8,0.8
UPDATE,TIMER,1000,2,10,1324.98,293.3,1027.3,1729.8,1271.4,1729.8,2.63,0.04,2.6,2.7,2.6,2.7,0.8,0,0.8,0.8,0.8,0.8
UPDATE,COUNTDOWN,1,2,10,1716.42,80.47,1612.9,1836.2,1708.3,1836.2,2.4,0,2.4,2.4,2.4,2.4,0.73,0.04,0.7,0.8,0.7,0.8
UPDATE,COUNTDOWN,10,2,10,1053.48,20.42,1019.5,1072.9,1060.75,1072.9,2.4,0,2.4,2.4,2.4,2.4,0.85,0.09,0.8,1,0.8,1
UPDATE,COUNTDOWN,100,2,10,1750.6,77.35,1648.5,1852.9,1750.5,1852.9,2.4,0,2.4,2.4,2.4,2.4,1.3,0.87,0.8,2.8,0.8,2.8
UPDATE,COUNTDOWN,500,2,10,1723.62,150.28,1517.9,1936.5,1720.05,1936.5,2.5,0,2.5,2.5,2.5,2.5,0.75,0.09,0.6,0.8,0.8,0.8
UPDATE,COUNTDOWN,1000,2,10,2099.35,601.83,1066.2,2560.2,2385.5,2560.2,2.63,0.04,2.6,2.7,2.6,2.7,0.83,0.04,0.8,0.9,0.8,0.9
